model_id,specialist_group,_groups,pipeline_tag,params_b,active_params_b,vram_q4_gb,vram_fp16_gb,fits_16gb_vram,fits_32gb_ram,downloads,likes,is_moe,is_gguf,library,tags
mradermacher/Heretic.Anomaly-1B-i1-GGUF,log-anomaly,log-anomaly,,1.0,,2.06,3.5,True,True,70,0,False,True,transformers,"transformers,gguf,merge,not-for-all-audiences,en"
chaos4669/AnomalyR1,log-anomaly,log-anomaly,,7,,5.42,15.5,True,True,70,0,False,False,,"safetensors,qwen2_5_vl,license:mit,region:us"
alphaselenium3/vehicle-health-anomaly-detector,log-anomaly,log-anomaly,,7,,5.42,15.5,True,True,70,0,False,False,,"en,license:mit,region:us"
logexp1/klue-roberta-base-klue-sts-mrc,log-anomaly,log-anomaly,sentence-similarity,1.55,,2.37,4.6,True,True,69,0,False,False,sentence-transformers,"sentence-transformers,safetensors,roberta,feature-extraction,sentence-similarity"
kshitijthakkar/loggenix-moe-0.4B-0.2A-sft-s3.1,log-anomaly,log-anomaly,text-generation,0.4,,1.72,2.3,True,True,69,0,True,True,transformers,"transformers,safetensors,gguf,qwen3_moe,text-generation"
Orionfold/SecurityLLM-GGUF,security,security,text-generation,9.0,,6.54,19.5,True,True,68,1,False,True,gguf,"gguf,spark-tested,orionfold,base_model:ZySec-AI/SecurityLLM,text-generation"
ahmedandaloes/security-llama3.2-3b-MLX-4bit,security,security,text-generation,1.75,,2.48,5.0,True,True,67,0,False,False,mlx,"mlx,safetensors,llama,security,cybersecurity"
seungbo7747/LLM_SecurityV3_GGUF,security,security,,9.0,,6.54,19.5,True,True,67,0,False,True,transformers,"transformers,gguf,llama,text-generation-inference,unsloth"
ctrltokyo/prompt-injection-detector,security,security,text-generation,7,,5.42,15.5,True,True,67,1,False,False,transformers,"transformers,safetensors,qwen2,text-generation,prompt-injection"
testsavantai/prompt-injection-defender-base-v0-onnx,security,security,text-classification,7,,5.42,15.5,True,True,66,0,False,False,transformers,"transformers,onnx,distilbert,text-classification,ai-safety"
mradermacher/prompt-injection-judge-8b-GGUF,security,security,,7,,5.42,15.5,True,True,65,1,False,True,transformers,"transformers,gguf,security,prompt-injection,cyber-security"
mradermacher/aristotle-logic-gpt2-GGUF,log-anomaly,log-anomaly,,1.55,,2.37,4.6,True,True,65,0,False,True,transformers,"transformers,gguf,en,base_model:Berthi-Rohar/aristotle-logic-gpt2,base_model:quantized:Berthi-Rohar/aristotle-logic-gpt2"
Octavio-Santana/deberta-v3-base-prompt-injection-detection,security,security,text-classification,7,,5.42,15.5,True,True,64,2,False,False,transformers,"transformers,safetensors,deberta-v2,text-classification,deberta"
mradermacher/Heretic-Goppa-LogiLlama-GGUF,log-anomaly,log-anomaly,,1.55,,2.37,4.6,True,True,64,0,False,True,transformers,"transformers,gguf,heretic,en,base_model:hereticness/Heretic-Goppa-LogiLlama"
Final-year-grp24/bge-log-embeddings,log-anomaly,log-anomaly,sentence-similarity,1.55,,2.37,4.6,True,True,63,0,False,False,sentence-transformers,"sentence-transformers,safetensors,bert,log-analysis,anomaly-detection"
deadbydawn101/RavenX-Sec-8B-Security-RATH-128k-mlx-4bit,security,security,text-generation,8.0,,5.98,17.5,True,True,62,0,False,False,mlx,"mlx,safetensors,qwen3,security,cybersecurity"
tensorblock/rohinm_self_eval_model_logistic_qwen-GGUF,log-anomaly,log-anomaly,,1.55,,2.37,4.6,True,True,62,0,False,True,transformers,"transformers,gguf,TensorBlock,GGUF,base_model:rohinm/self_eval_model_logistic_qwen"
testsavantai/prompt-injection-defender-base-v2-onnx,security,security,text-classification,7,,5.42,15.5,True,True,61,0,False,False,transformers,"transformers,onnx,deberta-v2,text-classification,ai-safety"
lbakar/health-log-extraction,log-anomaly,log-anomaly,,1.55,,2.37,4.6,True,True,61,0,False,False,,"safetensors,qwen3,info_extraction,information_extraction,health"
nlpaueb/sec-bert-num,security,security,fill-mask,7,,5.42,15.5,True,True,60,7,False,False,transformers,"transformers,pytorch,tf,bert,pretraining"
Cyber-ThreaD/SecBERT-AttackER,security,security,token-classification,7,,5.42,15.5,True,True,60,1,False,False,transformers,"transformers,tensorboard,safetensors,bert,token-classification"
mradermacher/LogiAI-tiny-GGUF,log-anomaly,log-anomaly,,1.55,,2.37,4.6,True,True,58,0,False,True,transformers,"transformers,gguf,base_model:adapter:unsloth/tinyllama-chat-bnb-4bit,lora,sft"
testsavantai/prompt-injection-defender-large-v0-onnx,security,security,text-classification,7,,5.42,15.5,True,True,55,1,False,False,transformers,"transformers,onnx,deberta-v2,text-classification,ai-safety"
seungbo7747/LLM_Security_GGUF,security,security,,9.0,,6.54,19.5,True,True,53,0,False,True,transformers,"transformers,gguf,llama,text-generation-inference,unsloth"
RichardErkhov/MaziyarPanahi_-_phi-2-logical-sft-gguf,log-anomaly,log-anomaly,,1.55,,2.37,4.6,True,True,53,0,False,True,,"gguf,endpoints_compatible,region:us"
mbakshi1094/llama-2-7b-logit-watermark-distill-kgw-k1-gamma0.25-delta2-hk12997009,log-anomaly,log-anomaly,text-generation,1.55,,2.37,4.6,True,True,53,0,False,False,transformers,"transformers,safetensors,llama,text-generation,generated_from_trainer"
hyunwoo612/LLM_securityV3_GGUF,security,security,text-generation,9.0,,6.54,19.5,True,True,52,0,False,True,transformers,"transformers,safetensors,gguf,qwen2,text-generation"
testsavantai/prompt-injection-defender-small-v1-onnx,security,security,text-classification,7,,5.42,15.5,True,True,52,0,False,False,transformers,"transformers,onnx,deberta-v2,text-classification,ai-safety"
MaziyarPanahi/Goppa-LogiLlama-GGUF,log-anomaly,log-anomaly,text-generation,1.55,,2.37,4.6,True,True,51,0,False,True,,"gguf,mistral,quantized,2-bit,3-bit"
mradermacher/loggenix-moe-0.1B-e2-lr1e5-b16-GGUF,log-anomaly,log-anomaly,,0.1,,1.56,1.7,True,True,51,0,True,True,transformers,"transformers,gguf,en,base_model:kshitijthakkar/loggenix-moe-0.1B-e2-lr1e5-b16,base_model:quantized:kshitijthakkar/loggenix-moe-0.1B-e2-lr1e5-b16"
rmarda/prompt-injection-detector-local-inference-gemma-reasoning,security,security,text-generation,7,,5.42,15.5,True,True,48,0,False,False,peft,"peft,safetensors,base_model:adapter:unsloth/gemma-3-270m-unsloth-bnb-4bit,lora,sft"
mradermacher/EvoNet-8B-Security-Reasoning-GGUF,security,security,,8.0,,5.98,17.5,True,True,47,1,False,True,transformers,"transformers,gguf,en,endpoints_compatible,region:us"
testsavantai/prompt-injection-defender-base-v1,security,security,text-classification,7,,5.42,15.5,True,True,47,1,False,False,transformers,"transformers,safetensors,deberta-v2,text-classification,ai-safety"
LOGOS-Hub/LOGOS-pretrain-1B,log-anomaly,log-anomaly,,1.0,,2.06,3.5,True,True,47,4,False,False,,"safetensors,llama,scientific-language-model,protein,molecule"
ahmedandaloes/ZySec-SecurityLLM-MLX-6bit,security,security,text-generation,9.0,,6.54,19.5,True,True,46,0,False,False,mlx,"mlx,safetensors,mistral,security,cybersecurity"
kshitijthakkar/loggenix-0.4b-traceverse-grpo-test,log-anomaly,log-anomaly,text-generation,1.55,,2.37,4.6,True,True,45,0,True,False,transformers,"transformers,safetensors,qwen3_moe,text-generation,generated_from_trainer"
mradermacher/Qwen-poetry-logprob-no-norm-v3-GGUF,log-anomaly,log-anomaly,,1.55,,2.37,4.6,True,True,44,0,False,True,transformers,"transformers,gguf,generated_from_trainer,trl,grpo"
mkvpczyk/prompt-injection-xlm-roberta,security,security,text-classification,7,,5.42,15.5,True,True,43,0,False,False,transformers,"transformers,safetensors,xlm-roberta,text-classification,arxiv:1910.09700"
logexp1/klue-roberta-base-klue-sts,log-anomaly,log-anomaly,sentence-similarity,1.55,,2.37,4.6,True,True,43,0,False,False,sentence-transformers,"sentence-transformers,safetensors,roberta,feature-extraction,sentence-similarity"
AlexanderWang915/intra-preference-128-logp,log-anomaly,log-anomaly,,1.55,,2.37,4.6,True,True,43,0,False,False,,"safetensors,qwen2,region:us"
MaziyarPanahi/phi-2-logical-sft,log-anomaly,log-anomaly,text-generation,1.55,,2.37,4.6,True,True,41,7,False,False,transformers,"transformers,pytorch,tensorboard,safetensors,phi"
mradermacher/Qwen-poetry-logprob-no-norm-v4-GGUF,log-anomaly,log-anomaly,,1.55,,2.37,4.6,True,True,40,0,False,True,transformers,"transformers,gguf,generated_from_trainer,trl,grpo"
testsavantai/prompt-injection-defender-small-v1,security,security,text-classification,7,,5.42,15.5,True,True,39,0,False,False,transformers,"transformers,safetensors,deberta-v2,text-classification,ai-safety"
keras-io/timeseries-anomaly-detection,log-anomaly,log-anomaly,tabular-regression,7,,5.42,15.5,True,True,39,81,False,False,tf-keras,"tf-keras,tensorboard,tabular-regression,time-series,anomaly-detection"
mradermacher/Qwen2.5-1.5B-QandA-and-Logical-Reasoning-Distilled-8Clusters-GGUF,log-anomaly,log-anomaly,,1.5,,2.34,4.5,True,True,39,0,False,True,transformers,"transformers,gguf,en,endpoints_compatible,region:us"
qualifire/prompt-injection-jailbreak-sentinel-v2-GGUF,security,security,,7,,5.42,15.5,True,True,38,1,False,True,transformers,"transformers,gguf,prompt-injection,jailbreak-detection,jailbreak"
mozilla-ai/protectai-deberta-v3-small-prompt-injection-v2-encoderfile,security,security,,7,,5.42,15.5,True,True,38,0,False,False,encoderfile,"encoderfile,base_model:protectai/deberta-v3-small-prompt-injection-v2,base_model:finetune:protectai/deberta-v3-small-prompt-injection-v2,region:us"
ahmedandaloes/NEXUS-Security-MLX-bf16,security,security,text-generation,1.75,,2.48,5.0,True,True,37,0,False,False,mlx,"mlx,safetensors,qwen2,security,cybersecurity"
chitsii/mdeberta-v2-base-prompt-injections,security,security,text-classification,7,,5.42,15.5,True,True,37,1,False,False,transformers,"transformers,safetensors,deberta-v2,text-classification,text-embeddings-inference"
testsavantai/prompt-injection-defender-medium-v0,security,security,text-classification,7,,5.42,15.5,True,True,37,0,False,False,transformers,"transformers,safetensors,bert,text-classification,ai-safety"
A4Ash/prompt-injection-distilbert,security,security,text-classification,7,,5.42,15.5,True,True,37,0,False,False,transformers,"transformers,safetensors,distilbert,text-classification,prompt-injection"
featherless-ai-quants/Abhishek107-Azure_metric_log1-GGUF,log-anomaly,log-anomaly,text-generation,1.55,,2.37,4.6,True,True,37,0,False,True,,"gguf,text-generation,base_model:Abhishek107/Azure_metric_log1,base_model:quantized:Abhishek107/Azure_metric_log1,endpoints_compatible"
hyunwoo612/LLM_securityV2_GGUF,security,security,text-generation,9.0,,6.54,19.5,True,True,36,0,False,True,transformers,"transformers,safetensors,gguf,qwen2,text-generation"
hyunwoo612/LLM_securityV5_GGUF,security,security,text-generation,9.0,,6.54,19.5,True,True,36,0,False,True,transformers,"transformers,gguf,qwen2,text-generation,text-generation-inference"
Nexovern/prompt-injection-sentinel-onnx,security,security,text-classification,7,,5.42,15.5,True,True,36,0,False,False,,"onnx,modernbert,prompt-injection,text-classification,security"
Fantasim/logg-grouping-model,log-anomaly,log-anomaly,sentence-similarity,1.55,,2.37,4.6,True,True,36,0,False,False,sentence-transformers,"sentence-transformers,safetensors,mpnet,feature-extraction,sentence-similarity"
jaimef21/security-lora-qwen2.5-coder-3b-gguf,security,security,,9.0,,6.54,19.5,True,True,35,0,False,True,,"gguf,security,code,malware-detection,supply-chain"
aditya02acharya/luna2-qwen2.5-0.5b-prompt-injection-lora,security,security,text-generation,7,,5.42,15.5,True,True,35,0,False,False,peft,"peft,safetensors,security,prompt-injection,prompt-injection-detection"
Accuknoxtechnologies/e5-base-prompt-injection,security,security,text-classification,7,,5.42,15.5,True,True,35,0,False,False,transformers,"transformers,safetensors,xlm-roberta,text-classification,arxiv:1910.09700"
YiMeng-SYSU/roberta-logic-sentiment-zh,log-anomaly,log-anomaly,text-classification,1.55,,2.37,4.6,True,True,35,1,False,False,transformers,"transformers,safetensors,bert,text-classification,sentiment-analysis"
illimax/bgl-log-triage-bert,log-anomaly,log-anomaly,text-classification,1.55,,2.37,4.6,True,True,35,0,False,False,transformers,"transformers,safetensors,bert,text-classification,log-analysis"
jaimef21/security-lora-qwen2.5-coder-3b-mlx,security,security,text-generation,1.75,,2.48,5.0,True,True,34,0,False,False,mlx,"mlx,safetensors,qwen2,code,codeqwen"
ahmedandaloes/ZySec-SecurityLLM-MLX-4bit,security,security,text-generation,1.75,,2.48,5.0,True,True,34,0,False,False,mlx,"mlx,safetensors,mistral,security,cybersecurity"
neuralchemy/prompt-injection-deberta,security,security,text-classification,7,,5.42,15.5,True,True,34,2,False,False,transformers,"transformers,safetensors,deberta-v2,text-classification,prompt-injection"
rgeada/k8s-resource-prompt-injection-detector,security,security,,7,,5.42,15.5,True,True,34,1,False,False,,"safetensors,modernbert,en,dataset:rgeada/k8s-resource-prompt-injection,base_model:answerdotai/ModernBERT-base"
thodsapon/qwen3.5-9b-fenrir-data-security,security,security,text-generation,9.0,,6.54,19.5,True,True,33,0,False,True,llama.cpp,"llama.cpp,gguf,qwen3.5,cybersecurity,data-security"
nlpaueb/sec-bert-shape,security,security,fill-mask,7,,5.42,15.5,True,True,33,18,False,False,transformers,"transformers,pytorch,tf,bert,pretraining"
acuvity/distilbert-base-uncased-prompt-injection-v0.1,security,security,text-classification,7,,5.42,15.5,True,True,32,2,False,False,transformers,"transformers,safetensors,distilbert,text-classification, prompt-injection"
logicbeat/Qwen2.5-Coder-3B-Q6-mlx,log-anomaly,log-anomaly,text-generation,3.0,,3.18,7.5,True,True,31,1,False,False,transformers,"transformers,safetensors,qwen2,text-generation,code"
aydndglr/Beta-Security-GGUF,security,security,,1.75,,2.48,5.0,True,True,30,0,False,True,,"gguf,gemma2,endpoints_compatible,region:us,conversational"
mradermacher/EXAONE-4.0-1.2B-improved-security-GGUF,security,security,,1.2,,2.17,3.9,True,True,30,0,False,True,transformers,"transformers,gguf,en,base_model:hirundo-io/EXAONE-4.0-1.2B-improved-security,base_model:quantized:hirundo-io/EXAONE-4.0-1.2B-improved-security"
AAbdelatty/Cyper_Security_Instruct_tuned-GGUF,security,security,,9.0,,6.54,19.5,True,True,30,1,False,True,,"gguf,endpoints_compatible,region:us,conversational"
k1ngtai/security-coding-gemma4-e2b-gguf,security,security,,9.0,,6.54,19.5,True,True,30,0,False,True,,"gguf,endpoints_compatible,region:us,conversational"
ssam17/phi3-industrial-anomaly,log-anomaly,log-anomaly,,7,,5.42,15.5,True,True,30,0,False,True,,"safetensors,gguf,phi3,qlora,industrial"
Shellypeckie/student_qwen3_1p7b_clean4b_dolly_logit_kd,log-anomaly,log-anomaly,,1.55,,2.37,4.6,True,True,30,0,False,False,,"safetensors,qwen3,region:us"
S4MPL3BI4S/llama-3-8b-Instruct-bnb-4bit-prompt-injection-generator,security,security,,3.0,,3.18,7.5,True,True,29,0,False,True,transformers,"transformers,gguf,llama,text-generation-inference,unsloth"
mrm8488/bert-hash-pico-ft-prompt-injection,security,security,text-classification,7,,5.42,15.5,True,True,29,1,False,False,,"safetensors,bert_hash,text-classification,custom_code,en"
mradermacher/Heretic.Anomaly-1B-GGUF,log-anomaly,log-anomaly,,1.0,,2.06,3.5,True,True,29,0,False,True,transformers,"transformers,gguf,merge,not-for-all-audiences,en"
LogicBombaklot/Llama-3.1-Nemotron-8B-UltraLong-4M-Instruct-mlx-8Bit,log-anomaly,log-anomaly,text-generation,8.0,,5.98,17.5,True,True,29,1,False,False,transformers,"transformers,safetensors,llama,text-generation,mlx"
eadx/security-slm-unsloth-1.5b,security,security,text-generation,1.75,,2.48,5.0,True,True,28,1,False,True,transformers,"transformers,safetensors,gguf,text-generation-inference,unsloth"
protectai/fmops-distilbert-prompt-injection-onnx,security,security,zero-shot-classification,7,,5.42,15.5,True,True,28,0,False,False,transformers,"transformers,onnx,distilbert,text-classification,zero-shot-classification"
hirundo-io/gemma-4-E4B-it-reduced-prompt-injection,security,security,text-generation,4.0,,3.74,9.5,True,True,28,6,False,False,,"safetensors,gemma4,prompt-injection,security,machine-unlearning"
daniel315a/xlm-roberta-prompt-injection-multilingual,security,security,text-classification,7,,5.42,15.5,True,True,28,0,False,False,transformers,"transformers,safetensors,xlm-roberta,text-classification,prompt-injection"
srallaba/Jataayu.promptinjection.v0.1,security,security,text-classification,7,,5.42,15.5,True,True,27,0,False,False,peft,"peft,safetensors,prompt-injection,jailbreak-detection,security"
SecurityLingua/securitylingua-xlm-s2s,security,security,token-classification,1.75,,2.48,5.0,True,True,26,0,False,False,transformers,"transformers,safetensors,xlm-roberta,token-classification,arxiv:1910.09700"
DeshwalX/electra-small-prompt-injection-v1,security,security,text-classification,7,,5.42,15.5,True,True,26,1,False,False,transformers,"transformers,safetensors,electra,text-classification,cybersecurity"
apxi/qwen3-5-0-8b-security-triage-v4-7-gguf,security,security,text-generation,1.75,,2.48,5.0,True,True,25,0,False,True,llama.cpp,"llama.cpp,gguf,qwen,qwen3.5,security"
tensorblock/SecurityLLM-GGUF,security,security,,9.0,,6.54,19.5,True,True,25,3,False,True,transformers,"transformers,gguf,security,cybersecwithai,threat"
mradermacher/nova-v2-security-GGUF,security,security,,9.0,,6.54,19.5,True,True,25,0,False,True,transformers,"transformers,gguf,text-generation-inference,unsloth,qwen3"
RedHatAI/deberta-v3-base-prompt-injection-v2,security,security,text-classification,7,,5.42,15.5,True,True,25,0,False,False,,"onnx,safetensors,deberta-v2,prompt-injection,injection"
iamkaikai/amazing-logos-v4,log-anomaly,log-anomaly,text-to-image,1.55,,2.37,4.6,True,True,25,2,False,False,diffusers,"diffusers,safetensors,stable-diffusion,stable-diffusion-diffusers,text-to-image"
princeton-logion/char-model-linear-40,log-anomaly,log-anomaly,,1.55,,2.37,4.6,True,True,25,0,False,False,,"safetensors,canine,region:us"
LumenSyntax/logos16v2-stablelm2-1.6b,log-anomaly,log-anomaly,text-generation,1.55,,2.37,4.6,True,True,25,0,False,True,,"safetensors,gguf,stablelm,epistemological-safety,ai-safety"
mrm8488/bert-hash-femto-ft-prompt-injection,security,security,text-classification,7,,5.42,15.5,True,True,24,1,False,False,,"safetensors,bert_hash,text-classification,custom_code,en"
mradermacher/Deecon-SecurityAnalyst-1.5B-GGUF,security,security,,1.5,,2.34,4.5,True,True,23,0,False,True,transformers,"transformers,gguf,trl,sft,en"
rmarda/prompt-injection-detector-local-inference-gemma,security,security,text-generation,7,,5.42,15.5,True,True,23,0,False,False,peft,"peft,safetensors,base_model:adapter:unsloth/gemma-3-270m-unsloth-bnb-4bit,lora,sft"
mrm8488/bert-hash-nano-ft-prompt-injection,security,security,text-classification,7,,5.42,15.5,True,True,22,0,False,False,,"safetensors,bert_hash,text-classification,custom_code,en"
jiayuan1/summary_anomaly_llm,log-anomaly,log-anomaly,,7,,5.42,15.5,True,True,22,0,False,True,,"gguf,llama,endpoints_compatible,region:us,conversational"
syedalvi/fyp-xlm-roberta-prompt-injection-v2,security,security,text-classification,7,,5.42,15.5,True,True,21,0,False,False,transformers,"transformers,safetensors,xlm-roberta,text-classification,generated_from_trainer"
mozilla-ai/protectai-deberta-v3-base-prompt-injection-encoderfile,security,security,,7,,5.42,15.5,True,True,21,0,False,False,encoderfile,"encoderfile,base_model:protectai/deberta-v3-base-prompt-injection,base_model:finetune:protectai/deberta-v3-base-prompt-injection,region:us"
Keshav0av/deberta-v3-prompt-injection-detector,security,security,text-classification,7,,5.42,15.5,True,True,21,1,False,False,,"safetensors,deberta-v2,text-classification,prompt-injection,security"
keras-io/time-series-anomaly-detection-autoencoder,log-anomaly,log-anomaly,,7,,5.42,15.5,True,True,21,16,False,False,tf-keras,"tf-keras,autoencoder,time series,anomaly detection,license:cc0-1.0"
alirezaaminzadeh/attendance-anomaly-detector,log-anomaly,log-anomaly,,7,,5.42,15.5,True,True,21,0,False,False,attendanceguard,"attendanceguard,joblib,anomaly-detection,hr,security"
aydndglr/Beta-Security,security,security,,1.75,,2.48,5.0,True,True,20,0,False,True,,"pytorch,gguf,gemma2,endpoints_compatible,region:us"
viettelsecurity-ai/security-llama3.2-3b,security,security,text-generation,9.0,,6.54,19.5,True,True,20,2,False,False,transformers,"transformers,safetensors,llama,text-generation,cybersecurity"
anggiatm/gemma2-9b-prompt-injection,security,security,,7,,5.42,15.5,True,True,20,0,False,False,peft,"peft,tensorboard,safetensors,trl,sft"
Subhan-QUEST/prompt-injection-roberta,security,security,text-classification,7,,5.42,15.5,True,True,20,0,False,False,,"safetensors,roberta,guard-rail,prompt-injection,moderation"
seungbo7747/LLM_SecurityV2_GGUF,security,security,,9.0,,6.54,19.5,True,True,19,0,False,True,transformers,"transformers,gguf,llama,text-generation-inference,unsloth"
lablab-ai-amd-developer-hackathon/Qwen-security-builder-14b,security,security,text-generation,9.0,,6.54,19.5,True,True,19,1,False,False,,"safetensors,qwen2,code-generation,secure-coding,patch-generation"
vxkyyy/vyber-security-7b-gguf,security,security,,9.0,,6.54,19.5,True,True,19,1,False,True,transformers,"transformers,gguf,text-generation-inference,qwen,lora"
mozilla-ai/protectai-deberta-v3-base-prompt-injection-v2-encoderfile,security,security,,7,,5.42,15.5,True,True,19,0,False,False,encoderfile,"encoderfile,base_model:protectai/deberta-v3-base-prompt-injection-v2,base_model:finetune:protectai/deberta-v3-base-prompt-injection-v2,region:us"
gachara/my-security-classifier,security,security,,9.0,,6.54,19.5,True,True,18,1,False,False,,"safetensors,qwen2,security,cybersecurity,http"
Nguuma/Security-SLM-Gemma-4-E2B-it-GGUF,security,security,,2.0,,2.62,5.5,True,True,18,0,False,True,,"gguf,endpoints_compatible,region:us,conversational"
yashika-03/prompt-injection-bert,security,security,text-classification,7,,5.42,15.5,True,True,18,0,False,False,transformers,"transformers,safetensors,distilbert,text-classification,arxiv:1910.09700"
tmdeptrai3012/bamiBERT-prompt-injection-vi-en,security,security,text-classification,7,,5.42,15.5,True,True,18,1,False,False,transformers,"transformers,onnx,safetensors,roberta,text-classification"
aacudad/AnomalyThink-Qwen2.5-VL-7B,log-anomaly,log-anomaly,image-text-to-text,7.0,,5.42,15.5,True,True,18,1,False,False,transformers,"transformers,safetensors,qwen2_5_vl,image-text-to-text,anomaly-detection"
mindfossil/5g-core-rca-anomaly-model-v4-merged,log-anomaly,log-anomaly,text-generation,7,,5.42,15.5,True,True,18,0,False,False,,"safetensors,mistral,5g,telecom,anomaly-detection"
SehanKim/qwen2.5-coder-security-v4-gguf,security,security,,1.75,,2.48,5.0,True,True,17,1,False,True,,"gguf,security,vulnerability-detection,qwen2.5-coder,qlora"
vxkyyy/vyber-security-1.5b-gguf,security,security,,1.75,,2.48,5.0,True,True,17,0,False,True,transformers,"transformers,gguf,text-generation-inference,qwen,lora"
starhei/security-slm-unsloth-1.5b,security,security,text-generation,1.75,,2.48,5.0,True,True,17,0,False,True,transformers,"transformers,safetensors,gguf,text-generation-inference,unsloth"
hlyn-labs/prompt-injection-judge-3b,security,security,text-generation,7,,5.42,15.5,True,True,17,1,False,True,peft,"peft,safetensors,gguf,llama,text-generation"
thienyu/prompt-injection-guardrail,security,security,,7,,5.42,15.5,True,True,17,0,False,False,,"safetensors,distilbert,region:us"
withsecure/DistilBERT-PromptInjectionDetectorForCVs,security,security,text-classification,7,,5.42,15.5,True,True,16,0,False,False,transformers,"transformers,pytorch,distilbert,text-classification,promptinjection"
adobe-codemay2025/ModernBERT-base_prompt_injection_detector,security,security,text-classification,7,,5.42,15.5,True,True,16,0,False,False,transformers,"transformers,safetensors,modernbert,text-classification,generated_from_trainer"
Diego1322/Prompt_Injection_Detection,security,security,,7,,5.42,15.5,True,True,16,1,False,False,,"safetensors,deberta-v2,license:apache-2.0,region:us"
rawqubit/ClassicML-Prompt-Injection-Detector,security,security,text-classification,7,,5.42,15.5,True,True,16,0,False,False,sklearn,"sklearn,joblib,security,prompt-injection,scikit-learn"
agu18dec/cat_qwen25_7b_full_sgd_2ep_lr1e-2_s1_anomaly,log-anomaly,log-anomaly,,7,,5.42,15.5,True,True,16,0,False,False,,"safetensors,qwen2,subliminal-learning,anomaly,full-finetune"
mradermacher/zoz-security-expert-final-GGUF,security,security,,1.75,,2.48,5.0,True,True,15,0,False,True,transformers,"transformers,gguf,en,endpoints_compatible,region:us"
mhndayesh/gemma-4-E2B-security-expert-GGUF,security,security,text-generation,2.0,,2.62,5.5,True,True,15,0,False,True,llama.cpp,"llama.cpp,gguf,gemma,factbank,security"
pskulkarni/overwatch-gemma3-1b-security-gguf,security,security,,1.75,,2.48,5.0,True,True,14,0,False,True,,"gguf,gemma3_text,llama.cpp,unsloth,endpoints_compatible"
rudycaz/qwen3-4b-security-multitask-merged,security,security,,9.0,,6.54,19.5,True,True,14,0,False,False,,"safetensors,qwen3,region:us"
lablab-ai-amd-developer-hackathon/Qwen-security-auditor-14b,security,security,text-generation,9.0,,6.54,19.5,True,True,14,0,False,False,,"safetensors,qwen2,code-audit,security,cwe"
hyunwoo612/LLM_securityV1_GGUF,security,security,text-generation,9.0,,6.54,19.5,True,True,13,0,False,True,transformers,"transformers,safetensors,gguf,qwen2,text-generation"
AnamayaVyas/nvd-security-phi35-gguf,security,security,,9.0,,6.54,19.5,True,True,13,0,False,True,,"gguf,ollama,cybersecurity,cve,security"
Dumi2025/log-anomaly-detection-model-roberta,log-anomaly,log-anomaly,text-classification,7,,5.42,15.5,True,True,13,1,False,False,transformers,"transformers,tensorboard,safetensors,roberta,text-classification"
jiayuan1/summary_anomaly_llm_v2,log-anomaly,log-anomaly,,7,,5.42,15.5,True,True,12,0,False,True,,"gguf,llama,endpoints_compatible,region:us,conversational"
MaticFuc/anomalyvfm_clip,log-anomaly,log-anomaly,image-segmentation,7,,5.42,15.5,True,True,12,0,False,False,,"safetensors,anomalyvfm,model_hub_mixin,pytorch_model_hub_mixin,image-segmentation"
jaimef21/security-lora-qwen2.5-coder-3b-bf16,security,security,text-generation,9.0,,6.54,19.5,True,True,11,0,False,False,transformers,"transformers,safetensors,qwen2,text-generation,code"
bendalenda/security-analyst-ai,security,security,text-generation,9.0,,6.54,19.5,True,True,11,0,False,False,transformers,"transformers,safetensors,llama,text-generation,text-generation-inference"
conflick0/vuln-cat-secbert,security,security,text-classification,7,,5.42,15.5,True,True,11,1,False,False,transformers,"transformers,tensorboard,safetensors,roberta,text-classification"
Shoriful025/blockchain_transaction_anomaly_detector,log-anomaly,log-anomaly,,7,,5.42,15.5,True,True,11,0,False,False,,"tabular_transformer,blockchain,anomaly-detection,security,tabular"
Neo111x/ais-anomaly-vit-v2,log-anomaly,log-anomaly,image-classification,7,,5.42,15.5,True,True,11,0,False,False,transformers,"transformers,safetensors,vit,image-classification,vision-transformer"
JHH11/Llama3-8B-Security-GGUF,security,security,,8.0,,5.98,17.5,True,True,10,1,False,True,,"gguf,endpoints_compatible,region:us,conversational"
archaeus06/SecurityLLM-Q2_K-GGUF,security,security,,9.0,,6.54,19.5,True,True,10,1,False,True,transformers,"transformers,gguf,security,cybersecwithai,threat"
conflick0/impact-cat-secbert,security,security,text-classification,7,,5.42,15.5,True,True,10,0,False,False,transformers,"transformers,tensorboard,safetensors,roberta,text-classification"
huzaifas-sidhpurwala/secbert-redhat-data,security,security,text-classification,7,,5.42,15.5,True,True,10,2,False,False,transformers,"transformers,safetensors,bert,text-classification,en"
Marfinf12/reckon-anomaly-colab,log-anomaly,log-anomaly,,7,,5.42,15.5,True,True,10,0,False,False,,"safetensors,distilbert,region:us"
XavierThibaudon/anomaly-analyzer,log-anomaly,log-anomaly,text-generation,7,,5.42,15.5,True,True,10,1,False,False,transformers,"transformers,safetensors,llama,text-generation,anomaly-detection"
nagayama0706/security_model,security,security,depth-estimation,9.0,,6.54,19.5,True,True,9,0,False,False,transformers,"transformers,safetensors,mistral,text-generation,merge"
AdamDS/qwen3-security-merged-4b,security,security,,9.0,,6.54,19.5,True,True,9,0,False,False,,"safetensors,qwen3,unsloth,license:mit,4-bit"
